X0,DA-1d,DA-2d,DA-7d,DA_avg,DA_min,DA_max,DA_last,FL,FW,FS,DayAhead
1,32.43,35.06,30.35,44.33583333333333,28.22,61.04,32.43,42.05875,10.6325,0.0,23.55
1,32.46,33.12,27.63,33.64458333333334,23.55,43.97,23.55,38.9105,11.2925,0.0,19.71
1,28.53,32.02,27.01,33.64458333333334,23.55,43.97,23.55,37.0585,10.97075,0.0,18.94
1,32.21,30.26,26.82,33.64458333333334,23.55,43.97,23.55,36.015,10.574,0.0,19.03
1,30.35,28.22,24.0,33.64458333333334,23.55,43.97,23.55,35.7535,10.3225,0.0,19.21
1,29.95,30.47,25.7,33.64458333333334,23.55,43.97,23.55,36.046,10.18825,0.0,19.45
1,31.01,32.09,26.13,33.64458333333334,23.55,43.97,23.55,36.424,10.287,0.0,19.01
1,32.88,46.62,26.14,33.64458333333334,23.55,43.97,23.55,37.22875,10.56375,0.0005,19.03
1,36.0,55.48,27.52,33.64458333333334,23.55,43.97,23.55,39.6435,10.77375,0.16425,19.52
1,42.9,61.04,30.02,33.64458333333334,23.55,43.97,23.55,42.81375,10.65,2.314,20.82
1,43.97,61.0,31.95,33.64458333333334,23.55,43.97,23.55,46.29925,10.26,6.8615,20.62
1,42.92,55.09,30.53,33.64458333333334,23.55,43.97,23.55,48.6295,10.0525,11.85775,20.2
1,39.13,52.93,31.62,33.64458333333334,23.55,43.97,23.55,50.996,10.21675,16.033,19.99
1,29.42,50.85,29.24,33.64458333333334,23.55,43.97,23.55,50.56525,10.875,18.76525,16.5
1,27.31,47.8,27.09,33.64458333333334,23.55,43.97,23.55,48.655,11.62,19.45325,13.19
1,28.03,46.8,26.06,33.64458333333334,23.55,43.97,23.55,46.84475,12.13325,18.265,12.89
1,28.94,45.17,26.01,33.64458333333334,23.55,43.97,23.55,45.775,12.132,14.9505,13.1
1,31.62,44.48,25.44,33.64458333333334,23.55,43.97,23.55,45.18125,11.853,9.55425,16.57
1,36.14,46.66,31.8,33.64458333333334,23.55,43.97,23.55,46.5525,11.4745,3.8245,23.35
1,42.97,49.56,40.48,33.64458333333334,23.55,43.97,23.55,48.77125,10.96475,0.44275,35.23
1,42.99,55.44,46.99,33.64458333333334,23.55,43.97,23.55,51.82475,10.83025,0.0015,42.97
1,35.06,49.99,44.9,33.64458333333334,23.55,43.97,23.55,50.761,11.055,0.0,32.28
1,30.07,40.07,40.95,33.64458333333334,23.55,43.97,23.55,48.3465,11.20575,0.0,29.13
