X0,D1,D2,D3,L*,L-2d,L-7d,Forecast Load,FW,FS,FL_avg,FL_max,FL_min,Load
1,0.0,0.0,1.0,54.948,65.6545,48.257,49.90875,7.7485,13.722,45.06701041666667,51.8365,36.785,47.99575
1,0.0,0.0,1.0,53.06625,64.12625,47.73975,48.35625,7.867,13.18375,45.06701041666667,51.8365,36.785,46.53825
1,0.0,0.0,1.0,52.401,62.68075,47.2475,47.897,7.83175,11.95825,45.06701041666667,51.8365,36.785,45.921
1,0.0,0.0,1.0,51.82325,61.85025,46.9425,47.8315,7.638,10.0565,45.06701041666667,51.8365,36.785,45.9
1,0.0,0.0,1.0,51.71125,61.66075,47.79625,48.42775,7.25725,7.5745,45.06701041666667,51.8365,36.785,47.3635
1,0.0,0.0,1.0,51.87175,60.35875,49.04325,49.58375,6.74925,4.71875,45.06701041666667,51.8365,36.785,48.2465
1,0.0,0.0,1.0,51.23,59.1085,48.907,49.72925,6.26175,2.1715,45.06701041666667,51.8365,36.785,47.986
1,0.0,0.0,1.0,48.9575,56.64,48.21725,48.75825,5.885,0.62325,45.06701041666667,51.8365,36.785,47.287
1,0.0,0.0,1.0,47.23625,53.666,47.1945,47.815,5.6005,0.035,45.06701041666667,51.8365,36.785,46.805
1,0.0,0.0,1.0,47.05325,51.701,47.76425,48.11775,5.44375,0.0,45.06701041666667,51.8365,36.785,46.87
1,0.0,0.0,1.0,43.74925,48.507,45.226,44.71775,5.3115,0.0,45.06701041666667,51.8365,36.785,43.95575
1,1.0,0.0,0.0,39.6645,44.8225,42.8095,41.7415,5.77925,0.0,56.08672916666666,67.86,39.345,41.71925
1,1.0,0.0,0.0,38.157,42.89125,41.4545,40.1975,5.7515,0.0,56.08672916666666,67.86,39.345,40.2675
1,1.0,0.0,0.0,36.9735,41.369,40.624,39.345,5.801,0.0,56.08672916666666,67.86,39.345,39.51775
1,1.0,0.0,0.0,36.35225,40.90275,41.122,39.56025,5.69025,0.0,56.08672916666666,67.86,39.345,39.3545
1,1.0,0.0,0.0,36.32275,41.1905,42.33475,41.26125,5.474,0.0,56.08672916666666,67.86,39.345,41.07575
1,1.0,0.0,0.0,35.6205,41.2055,46.06575,45.16925,5.1415,0.10625,56.08672916666666,67.86,39.345,44.53875
1,1.0,0.0,0.0,36.29475,43.248,54.3825,53.5555,4.62825,1.09975,56.08672916666666,67.86,39.345,52.57075
1,1.0,0.0,0.0,38.708,46.622,60.9425,60.413,4.09325,3.6795,56.08672916666666,67.86,39.345,59.0895
1,1.0,0.0,0.0,42.01425,50.382,64.79375,64.14775,3.847,7.4055,56.08672916666666,67.86,39.345,62.62175
1,1.0,0.0,0.0,45.10975,53.48775,66.1345,65.3805,3.89325,11.4935,56.08672916666666,67.86,39.345,64.09625
1,1.0,0.0,0.0,47.57025,55.3505,67.91725,66.78825,4.12525,15.06375,56.08672916666666,67.86,39.345,66.1835
1,1.0,0.0,0.0,51.8365,55.64775,68.879,67.86,4.3825,17.756,56.08672916666666,67.86,39.345,67.6215
1,1.0,0.0,0.0,51.81125,54.58475,68.2175,66.66925,4.58825,19.46175,56.08672916666666,67.86,39.345,67.4305
1,1.0,0.0,0.0,49.90875,52.52475,67.915,66.27,4.7725,20.0115,56.08672916666666,67.86,39.345,66.50275
1,1.0,0.0,0.0,48.35625,51.10375,67.183,64.84525,4.951,19.35,56.08672916666666,67.86,39.345,65.1905
1,1.0,0.0,0.0,47.897,50.314,66.44475,64.06075,5.07575,17.581,56.08672916666666,67.86,39.345,64.12375
1,1.0,0.0,0.0,47.8315,49.89425,64.6075,62.21475,5.088,14.91325,56.08672916666666,67.86,39.345,62.877
1,1.0,0.0,0.0,48.42775,49.81225,63.70875,61.96075,4.923,11.31,56.08672916666666,67.86,39.345,62.04125
1,1.0,0.0,0.0,49.58375,49.937,63.2835,60.8825,4.5635,7.0025,56.08672916666666,67.86,39.345,61.3885
1,1.0,0.0,0.0,49.72925,49.274,62.13625,59.83975,4.08525,3.1965,56.08672916666666,67.86,39.345,60.433
1,1.0,0.0,0.0,48.75825,47.1085,59.57775,57.52075,3.6725,0.9615,56.08672916666666,67.86,39.345,58.0185
1,1.0,0.0,0.0,47.815,45.5505,57.062,55.4195,3.5465,0.0595,56.08672916666666,67.86,39.345,55.62525
1,1.0,0.0,0.0,48.11775,44.933,54.9125,52.39575,3.633,0.0,56.08672916666666,67.86,39.345,53.65875
1,1.0,0.0,0.0,44.71775,42.24525,50.3975,48.58275,3.6735,0.0,56.08672916666666,67.86,39.345,49.59025
1,0.0,0.0,0.0,41.71925,39.6645,46.8925,46.291,3.2715,0.0,57.616562499999986,68.112,43.46725,46.34325
1,0.0,0.0,0.0,40.2675,38.157,45.2505,44.483,3.23975,0.0,57.616562499999986,68.112,43.46725,44.6025
1,0.0,0.0,0.0,39.51775,36.9735,44.15675,43.46725,3.278,0.0,57.616562499999986,68.112,43.46725,43.26825
1,0.0,0.0,0.0,39.3545,36.35225,44.34525,43.67325,3.2205,0.0,57.616562499999986,68.112,43.46725,43.35725
1,0.0,0.0,0.0,41.07575,36.32275,45.3545,44.71425,3.066,0.0,57.616562499999986,68.112,43.46725,44.3815
1,0.0,0.0,0.0,44.53875,35.6205,48.17575,47.49125,2.81575,0.14475,57.616562499999986,68.112,43.46725,47.128
1,0.0,0.0,0.0,52.57075,36.29475,55.4345,54.55175,2.423,1.41,57.616562499999986,68.112,43.46725,54.2915
1,0.0,0.0,0.0,59.0895,38.708,61.6425,61.08,1.81375,5.07225,57.616562499999986,68.112,43.46725,60.394
1,0.0,0.0,0.0,62.62175,42.01425,65.09425,64.56275,1.268,10.56975,57.616562499999986,68.112,43.46725,64.23175
1,0.0,0.0,0.0,64.09625,45.10975,66.113,65.84175,1.0765,16.24025,57.616562499999986,68.112,43.46725,65.475
1,0.0,0.0,0.0,66.1835,47.57025,67.5825,67.299,1.0605,20.82,57.616562499999986,68.112,43.46725,66.85375
1,0.0,0.0,0.0,67.86,49.835,68.70875,68.112,1.12875,23.841,57.616562499999986,68.112,43.46725,68.08925
1,0.0,0.0,0.0,66.66925,49.769,68.40125,67.83425,1.2355,25.4185,57.616562499999986,68.112,43.46725,67.98725
1,0.0,0.0,0.0,66.27,47.99575,68.43675,66.89,1.299,25.594,57.616562499999986,68.112,43.46725,67.34275
1,0.0,0.0,0.0,64.84525,46.53825,67.6805,65.2755,1.37825,24.362,57.616562499999986,68.112,43.46725,66.2795
1,0.0,0.0,0.0,64.06075,45.921,66.00025,64.6895,1.467,21.8795,57.616562499999986,68.112,43.46725,65.1385
1,0.0,0.0,0.0,62.21475,45.9,64.863,63.379,1.5715,18.28325,57.616562499999986,68.112,43.46725,63.68825
1,0.0,0.0,0.0,61.96075,47.3635,63.771,62.7485,1.812,13.457,57.616562499999986,68.112,43.46725,63.108
1,0.0,0.0,0.0,60.8825,48.2465,63.2245,61.993,2.23625,7.986,57.616562499999986,68.112,43.46725,62.3915
1,0.0,0.0,0.0,59.83975,47.986,62.13575,61.05225,2.831,3.4735,57.616562499999986,68.112,43.46725,61.5685
1,0.0,0.0,0.0,57.52075,47.287,58.874,58.3875,3.71025,1.0415,57.616562499999986,68.112,43.46725,58.93725
1,0.0,0.0,0.0,55.4195,46.805,56.5635,55.991,5.01375,0.064,57.616562499999986,68.112,43.46725,56.62
1,0.0,0.0,0.0,52.39575,46.87,54.6445,53.67825,6.31075,0.0,57.616562499999986,68.112,43.46725,54.408
1,0.0,0.0,0.0,48.58275,43.95575,50.4025,49.3115,7.09225,0.0,57.616562499999986,68.112,43.46725,50.488
1,0.0,0.0,0.0,46.34325,41.71925,47.0905,46.349,7.92525,0.0,57.26693750000001,67.39675,43.4475,47.13825
1,0.0,0.0,0.0,44.6025,40.2675,45.2685,44.46075,8.0345,0.0,57.26693750000001,67.39675,43.4475,45.56425
1,0.0,0.0,0.0,43.26825,39.51775,44.398,43.4475,8.03475,0.0,57.26693750000001,67.39675,43.4475,44.4705
1,0.0,0.0,0.0,43.35725,39.3545,44.5725,43.64175,7.93575,0.0,57.26693750000001,67.39675,43.4475,43.9435
1,0.0,0.0,0.0,44.3815,41.07575,45.29725,44.68975,7.9085,0.0,57.26693750000001,67.39675,43.4475,44.93725
1,0.0,0.0,0.0,47.128,44.53875,48.19175,47.439,7.92675,0.13025,57.26693750000001,67.39675,43.4475,47.967
1,0.0,0.0,0.0,54.2915,52.57075,55.5525,54.36575,7.70175,1.35275,57.26693750000001,67.39675,43.4475,55.09075
1,0.0,0.0,0.0,60.394,59.0895,61.71625,60.64525,6.93775,5.021,57.26693750000001,67.39675,43.4475,61.2545
1,0.0,0.0,0.0,64.23175,62.62175,65.3745,64.0085,6.1475,10.60875,57.26693750000001,67.39675,43.4475,64.9395
1,0.0,0.0,0.0,65.475,64.09625,66.196,65.28975,5.9755,16.32525,57.26693750000001,67.39675,43.4475,66.39675
1,0.0,0.0,0.0,66.85375,66.1835,67.959,66.435,6.17625,21.04675,57.26693750000001,67.39675,43.4475,68.326
1,0.0,0.0,0.0,68.112,67.6215,69.606,67.39675,6.6545,24.233,57.26693750000001,67.39675,43.4475,69.6445
1,0.0,0.0,0.0,67.83425,67.4305,69.1165,67.00175,7.22175,25.60525,57.26693750000001,67.39675,43.4475,69.32075
1,0.0,0.0,0.0,66.89,66.50275,68.595,66.2295,7.63375,25.31825,57.26693750000001,67.39675,43.4475,67.999
1,0.0,0.0,0.0,65.2755,65.1905,67.02525,64.78125,7.843,23.7005,57.26693750000001,67.39675,43.4475,67.13725
1,0.0,0.0,0.0,64.6895,64.12375,65.917,63.96725,7.91375,20.941,57.26693750000001,67.39675,43.4475,65.91175
1,0.0,0.0,0.0,63.379,62.877,64.65625,62.864,8.09775,17.33125,57.26693750000001,67.39675,43.4475,64.195
1,0.0,0.0,0.0,62.7485,62.04125,64.7585,62.15225,8.483,12.658,57.26693750000001,67.39675,43.4475,63.27475
1,0.0,0.0,0.0,61.993,61.3885,64.1545,61.6505,9.01675,7.432,57.26693750000001,67.39675,43.4475,62.5735
1,0.0,0.0,0.0,61.05225,60.433,62.42025,60.85725,9.84175,3.23,57.26693750000001,67.39675,43.4475,61.8195
1,0.0,0.0,0.0,58.3875,58.0185,60.05325,58.11075,10.76975,0.94575,57.26693750000001,67.39675,43.4475,59.2095
1,0.0,0.0,0.0,55.991,55.62525,57.608,55.79575,11.7505,0.05075,57.26693750000001,67.39675,43.4475,56.7625
1,0.0,0.0,0.0,53.67825,53.65875,55.0355,53.603,12.5935,0.0,57.26693750000001,67.39675,43.4475,54.9155
1,0.0,0.0,0.0,49.3115,49.59025,50.6315,49.2245,12.30475,0.0,57.26693750000001,67.39675,43.4475,50.58
1,0.0,0.0,0.0,47.13825,46.34325,47.79225,47.2935,10.8495,0.0,57.70093750000001,67.73625,44.21325,47.8335
1,0.0,0.0,0.0,45.56425,44.6025,45.476,45.27125,10.11,0.0,57.70093750000001,67.73625,44.21325,45.98025
1,0.0,0.0,0.0,44.4705,43.26825,44.10475,44.21325,9.287,0.0,57.70093750000001,67.73625,44.21325,44.93525
1,0.0,0.0,0.0,43.9435,43.35725,44.1615,44.284,8.35875,0.0,57.70093750000001,67.73625,44.21325,44.2105
1,0.0,0.0,0.0,44.93725,44.3815,44.973,45.163,7.57275,0.0,57.70093750000001,67.73625,44.21325,44.64525
1,0.0,0.0,0.0,47.967,47.128,47.91075,48.0625,7.158,0.09475,57.70093750000001,67.73625,44.21325,47.45225
1,0.0,0.0,0.0,55.09075,54.2915,54.953,55.08775,6.81625,0.99525,57.70093750000001,67.73625,44.21325,54.424
1,0.0,0.0,0.0,61.2545,60.394,60.61575,60.73575,6.31175,3.354,57.70093750000001,67.73625,44.21325,60.315
1,0.0,0.0,0.0,64.9395,64.23175,63.84675,63.759,5.82875,6.502,57.70093750000001,67.73625,44.21325,63.76025
1,0.0,0.0,0.0,66.39675,65.475,65.25925,64.94125,5.48725,9.64775,57.70093750000001,67.73625,44.21325,65.4565
1,0.0,0.0,0.0,68.326,66.85375,67.07425,66.47625,5.47475,12.22375,57.70093750000001,67.73625,44.21325,67.306
1,0.0,0.0,0.0,67.39675,68.08925,67.8205,67.73625,5.75525,14.189,57.70093750000001,67.73625,44.21325,68.61475
1,0.0,0.0,0.0,67.00175,67.98725,66.99175,67.696,6.11025,15.4875,57.70093750000001,67.73625,44.21325,68.649
1,0.0,0.0,0.0,66.2295,67.34275,66.06925,66.692,6.505,16.00225,57.70093750000001,67.73625,44.21325,67.92975
1,0.0,0.0,0.0,64.78125,66.2795,65.24475,65.3865,6.771,15.75925,57.70093750000001,67.73625,44.21325,65.78325
1,0.0,0.0,0.0,63.96725,65.1385,64.4475,64.756,6.836,14.559,57.70093750000001,67.73625,44.21325,64.5095
1,0.0,0.0,0.0,62.864,63.68825,62.632,63.61875,6.638,12.5275,57.70093750000001,67.73625,44.21325,63.184
1,0.0,0.0,0.0,62.15225,63.108,61.9515,62.78625,6.19875,9.6935,57.70093750000001,67.73625,44.21325,62.5575
1,0.0,0.0,0.0,61.6505,62.3915,61.42375,61.816,5.5635,6.17825,57.70093750000001,67.73625,44.21325,61.7685
1,0.0,0.0,0.0,60.85725,61.5685,60.4765,60.89675,4.86175,2.924,57.70093750000001,67.73625,44.21325,60.716
1,0.0,0.0,0.0,58.11075,58.93725,58.1275,58.36075,4.581,0.844,57.70093750000001,67.73625,44.21325,57.781
1,0.0,0.0,0.0,55.79575,56.62,55.9005,56.0525,4.7525,0.04175,57.70093750000001,67.73625,44.21325,55.914
1,0.0,0.0,0.0,53.603,54.408,53.85575,53.9735,5.4165,0.0,57.70093750000001,67.73625,44.21325,53.8445
1,0.0,0.0,0.0,49.2245,50.488,49.67075,49.76375,6.06775,0.0,57.70093750000001,67.73625,44.21325,49.7305
1,0.0,0.0,0.0,47.8335,47.13825,46.64425,46.8525,8.9055,0.0,56.84234375,67.35975,43.823,46.60925
1,0.0,0.0,0.0,45.98025,45.56425,44.94375,44.85075,9.435,0.0,56.84234375,67.35975,43.823,44.3605
1,0.0,0.0,0.0,44.93525,44.4705,43.7535,43.823,9.5435,0.0,56.84234375,67.35975,43.823,43.29575
1,0.0,0.0,0.0,44.2105,43.9435,43.80325,43.9645,8.8965,0.0,56.84234375,67.35975,43.823,42.91475
1,0.0,0.0,0.0,44.64525,44.93725,44.85775,44.80975,7.82075,0.0,56.84234375,67.35975,43.823,44.125
1,0.0,0.0,0.0,47.45225,47.967,47.688,47.46825,6.58875,0.106,56.84234375,67.35975,43.823,46.83525
1,0.0,0.0,0.0,54.424,55.09075,54.38875,53.92525,5.165,1.26875,56.84234375,67.35975,43.823,53.65825
1,0.0,0.0,0.0,60.315,61.2545,60.317,60.2475,3.99475,4.413,56.84234375,67.35975,43.823,59.86175
1,0.0,0.0,0.0,63.76025,64.9395,63.69325,63.602,3.24825,9.13875,56.84234375,67.35975,43.823,63.2695
1,0.0,0.0,0.0,65.4565,66.39675,64.30825,64.75875,2.8335,14.123,56.84234375,67.35975,43.823,64.47525
1,0.0,0.0,0.0,67.306,68.326,66.271,66.34575,2.49225,18.302,56.84234375,67.35975,43.823,65.55225
1,0.0,0.0,0.0,67.73625,69.6445,68.591,67.35975,2.149,21.26775,56.84234375,67.35975,43.823,66.84625
1,0.0,0.0,0.0,67.696,69.32075,67.91675,66.8305,1.87525,22.95625,56.84234375,67.35975,43.823,66.50025
1,0.0,0.0,0.0,66.692,67.999,65.6545,65.23675,1.63,23.32075,56.84234375,67.35975,43.823,64.859
1,0.0,0.0,0.0,65.3865,67.13725,64.12625,63.64425,1.42275,22.43975,56.84234375,67.35975,43.823,63.86
1,0.0,0.0,0.0,64.756,65.91175,62.68075,62.89,1.2525,20.3125,56.84234375,67.35975,43.823,62.46
1,0.0,0.0,0.0,63.61875,64.195,61.85025,62.382,1.151,16.94825,56.84234375,67.35975,43.823,61.34425
1,0.0,0.0,0.0,62.78625,63.27475,61.66075,61.60175,1.189,12.439,56.84234375,67.35975,43.823,60.9825
1,0.0,0.0,0.0,61.816,62.5735,60.35875,60.28275,1.41925,7.453,56.84234375,67.35975,43.823,60.31125
1,0.0,0.0,0.0,60.89675,61.8195,59.1085,59.87525,1.885,3.32475,56.84234375,67.35975,43.823,59.03225
1,0.0,0.0,0.0,58.36075,59.2095,56.64,57.4155,2.785,0.9885,56.84234375,67.35975,43.823,56.329
1,0.0,0.0,0.0,56.0525,56.7625,53.666,54.7375,4.306,0.0455,56.84234375,67.35975,43.823,54.18625
1,0.0,0.0,0.0,53.9735,54.9155,51.701,52.591,5.85375,0.0,56.84234375,67.35975,43.823,52.17475
1,0.0,0.0,0.0,49.76375,50.58,48.507,48.72125,6.965,0.0,56.84234375,67.35975,43.823,47.91075
1,0.0,1.0,0.0,46.60925,47.8335,44.8225,44.617,7.79775,0.0,47.762750000000004,55.87075,40.78875,45.0185
1,0.0,1.0,0.0,44.3605,45.98025,42.89125,42.49675,8.02625,0.0,47.762750000000004,55.87075,40.78875,43.6975
1,0.0,1.0,0.0,43.29575,44.93525,41.369,41.11725,8.022,0.0,47.762750000000004,55.87075,40.78875,42.445
1,0.0,1.0,0.0,42.91475,44.2105,40.90275,40.78925,7.99875,0.0,47.762750000000004,55.87075,40.78875,41.17375
1,0.0,1.0,0.0,44.125,44.64525,41.1905,40.78875,8.013,0.0,47.762750000000004,55.87075,40.78875,40.82275
1,0.0,1.0,0.0,46.83525,47.45225,41.2055,40.8355,7.90525,0.08325,47.762750000000004,55.87075,40.78875,41.02475
1,0.0,1.0,0.0,53.65825,54.424,43.248,42.074,7.59225,0.96175,47.762750000000004,55.87075,40.78875,43.482
1,0.0,1.0,0.0,59.86175,60.315,46.622,45.43675,6.86575,3.4505,47.762750000000004,55.87075,40.78875,47.1195
1,0.0,1.0,0.0,63.2695,63.76025,50.382,49.87375,6.00225,7.1775,47.762750000000004,55.87075,40.78875,50.45775
1,0.0,1.0,0.0,64.47525,65.4565,53.48775,53.09575,5.494,11.2635,47.762750000000004,55.87075,40.78875,53.143
1,0.0,1.0,0.0,65.55225,67.306,55.3505,54.94675,5.173,14.85775,47.762750000000004,55.87075,40.78875,54.781
1,0.0,1.0,0.0,67.35975,68.61475,55.64775,55.87075,4.98025,17.62,47.762750000000004,55.87075,40.78875,56.1225
1,0.0,1.0,0.0,66.8305,68.649,54.58475,54.79675,4.93,19.245,47.762750000000004,55.87075,40.78875,55.4495
1,0.0,1.0,0.0,65.23675,67.92975,52.52475,52.771,4.99125,19.52225,47.762750000000004,55.87075,40.78875,53.59875
1,0.0,1.0,0.0,63.64425,65.78325,51.10375,51.01475,5.0585,18.80675,47.762750000000004,55.87075,40.78875,51.32025
1,0.0,1.0,0.0,62.89,64.5095,50.314,50.54025,5.00975,17.0395,47.762750000000004,55.87075,40.78875,51.23825
1,0.0,1.0,0.0,62.382,63.184,49.89425,50.29125,5.02175,14.30075,47.762750000000004,55.87075,40.78875,51.019
1,0.0,1.0,0.0,61.60175,62.5575,49.81225,50.452,5.07125,10.6635,47.762750000000004,55.87075,40.78875,51.1545
1,0.0,1.0,0.0,60.28275,61.7685,49.937,50.86175,5.12175,6.506,47.762750000000004,55.87075,40.78875,51.0905
1,0.0,1.0,0.0,59.87525,60.716,49.274,50.04775,5.2895,2.9275,47.762750000000004,55.87075,40.78875,50.13175
1,0.0,1.0,0.0,57.4155,57.781,47.1085,47.81425,5.5665,0.80075,47.762750000000004,55.87075,40.78875,47.841
1,0.0,1.0,0.0,54.7375,55.914,45.5505,46.456,5.9745,0.0355,47.762750000000004,55.87075,40.78875,46.59525
1,0.0,1.0,0.0,52.591,53.8445,44.933,46.28475,6.29875,0.0,47.762750000000004,55.87075,40.78875,45.35
1,0.0,1.0,0.0,48.72125,49.7305,42.24525,43.03325,6.49725,0.0,47.762750000000004,55.87075,40.78875,42.373
1,0.0,0.0,1.0,45.0185,46.60925,39.6645,39.54225,6.4395,0.0,44.37673958333334,51.89725,36.101,39.98675
1,0.0,0.0,1.0,43.6975,44.3605,38.157,37.65625,6.656,0.0,44.37673958333334,51.89725,36.101,37.99275
1,0.0,0.0,1.0,42.445,43.29575,36.9735,36.509,6.836,0.0,44.37673958333334,51.89725,36.101,36.90375
1,0.0,0.0,1.0,41.17375,42.91475,36.35225,36.14025,6.74275,0.0,44.37673958333334,51.89725,36.101,35.85225
1,0.0,0.0,1.0,40.82275,44.125,36.32275,36.23575,6.69725,0.0,44.37673958333334,51.89725,36.101,35.82975
1,0.0,0.0,1.0,41.02475,46.83525,35.6205,36.101,6.62825,0.06375,44.37673958333334,51.89725,36.101,35.6875
1,0.0,0.0,1.0,43.482,53.65825,36.29475,36.477,6.48075,0.86075,44.37673958333334,51.89725,36.101,36.17125
1,0.0,0.0,1.0,47.1195,59.86175,38.708,39.37975,6.37175,3.075,44.37673958333334,51.89725,36.101,38.205
1,0.0,0.0,1.0,50.45775,63.2695,42.01425,43.505,6.612,6.2715,44.37673958333334,51.89725,36.101,41.69775
1,0.0,0.0,1.0,53.143,64.47525,45.10975,47.08325,7.02125,9.70725,44.37673958333334,51.89725,36.101,44.644
1,0.0,0.0,1.0,54.781,65.55225,47.57025,49.7725,7.706,12.85625,44.37673958333334,51.89725,36.101,47.00975
1,0.0,0.0,1.0,55.87075,66.84625,49.835,51.89725,8.61825,15.47225,44.37673958333334,51.89725,36.101,48.94675
1,0.0,0.0,1.0,54.79675,66.50025,49.769,51.6355,9.408,17.204,44.37673958333334,51.89725,36.101,48.707
1,0.0,0.0,1.0,52.771,64.859,47.99575,49.7965,10.089,17.8835,44.37673958333334,51.89725,36.101,47.508
1,0.0,0.0,1.0,51.01475,63.86,46.53825,48.24125,10.548,17.6625,44.37673958333334,51.89725,36.101,46.23275
1,0.0,0.0,1.0,50.54025,62.46,45.921,47.536,10.52825,16.42075,44.37673958333334,51.89725,36.101,45.332
1,0.0,0.0,1.0,50.29125,61.34425,45.9,47.37675,10.16225,13.934,44.37673958333334,51.89725,36.101,45.13575
1,0.0,0.0,1.0,50.452,60.9825,47.3635,47.9645,9.187,10.4935,44.37673958333334,51.89725,36.101,45.8845
1,0.0,0.0,1.0,50.86175,60.31125,48.2465,48.567,7.643,6.46275,44.37673958333334,51.89725,36.101,47.4925
1,0.0,0.0,1.0,50.04775,59.03225,47.986,48.6785,6.067,2.9095,44.37673958333334,51.89725,36.101,47.68225
1,0.0,0.0,1.0,47.81425,56.329,47.287,47.62225,4.8905,0.784,44.37673958333334,51.89725,36.101,46.855
1,0.0,0.0,1.0,46.456,54.18625,46.805,46.87,4.34075,0.02925,44.37673958333334,51.89725,36.101,46.2675
1,0.0,0.0,1.0,46.28475,52.17475,46.87,46.9575,4.2235,0.0,44.37673958333334,51.89725,36.101,46.233
1,0.0,0.0,1.0,43.03325,47.91075,43.95575,43.49675,4.21925,0.0,44.37673958333334,51.89725,36.101,43.31875
1,1.0,0.0,0.0,39.98675,45.0185,41.71925,40.50825,2.921,0.0,54.918197916666664,66.91275,38.209,41.40375
1,1.0,0.0,0.0,37.99275,43.6975,40.2675,38.961,2.728,0.0,54.918197916666664,66.91275,38.209,39.82625
1,1.0,0.0,0.0,36.90375,42.445,39.51775,38.209,2.5855,0.0,54.918197916666664,66.91275,38.209,39.0705
1,1.0,0.0,0.0,35.85225,41.17375,39.3545,38.50925,2.24575,0.0,54.918197916666664,66.91275,38.209,39.39275
1,1.0,0.0,0.0,35.82975,40.82275,41.07575,40.1945,1.954,0.0,54.918197916666664,66.91275,38.209,40.8315
1,1.0,0.0,0.0,35.6875,41.02475,44.53875,43.9095,1.779,0.0695,54.918197916666664,66.91275,38.209,44.3345
1,1.0,0.0,0.0,36.17125,43.482,52.57075,52.1585,1.66025,0.78875,54.918197916666664,66.91275,38.209,51.91175
1,1.0,0.0,0.0,38.205,47.1195,59.0895,58.7005,1.582,2.666,54.918197916666664,66.91275,38.209,58.1115
1,1.0,0.0,0.0,41.69775,50.45775,62.62175,62.4305,1.58425,5.1615,54.918197916666664,66.91275,38.209,62.0075
1,1.0,0.0,0.0,44.644,53.143,64.09625,63.7915,1.7305,7.595,54.918197916666664,66.91275,38.209,63.4045
1,1.0,0.0,0.0,47.00975,54.781,66.1835,65.43625,2.05,9.34325,54.918197916666664,66.91275,38.209,64.7955
1,1.0,0.0,0.0,51.89725,56.1225,67.6215,66.91275,2.32075,10.4095,54.918197916666664,66.91275,38.209,66.38075
1,1.0,0.0,0.0,51.6355,55.4495,67.4305,65.61775,2.51875,10.9455,54.918197916666664,66.91275,38.209,66.2945
1,1.0,0.0,0.0,49.7965,53.59875,66.50275,65.23225,2.7535,10.849,54.918197916666664,66.91275,38.209,65.072
1,1.0,0.0,0.0,48.24125,51.32025,65.1905,63.91175,2.98575,10.30375,54.918197916666664,66.91275,38.209,64.04525
1,1.0,0.0,0.0,47.536,51.23825,64.12375,62.92525,3.32025,9.2415,54.918197916666664,66.91275,38.209,63.31675
1,1.0,0.0,0.0,47.37675,51.019,62.877,61.05525,3.78025,7.65875,54.918197916666664,66.91275,38.209,61.9235
1,1.0,0.0,0.0,47.9645,51.1545,62.04125,60.639,4.3075,5.775,54.918197916666664,66.91275,38.209,61.24375
1,1.0,0.0,0.0,48.567,51.0905,61.3885,59.74175,4.834,3.66375,54.918197916666664,66.91275,38.209,60.69075
1,1.0,0.0,0.0,48.6785,50.13175,60.433,58.743,5.22075,1.70125,54.918197916666664,66.91275,38.209,60.0495
1,1.0,0.0,0.0,47.62225,47.841,58.0185,56.472,5.53625,0.44325,54.918197916666664,66.91275,38.209,56.84675
1,1.0,0.0,0.0,46.87,46.59525,55.62525,54.63975,5.75925,0.0155,54.918197916666664,66.91275,38.209,53.2455
1,1.0,0.0,0.0,46.9575,45.35,53.65875,51.54475,5.8915,0.0,54.918197916666664,66.91275,38.209,50.3365
1,1.0,0.0,0.0,43.49675,42.373,49.59025,47.79275,5.9215,0.0,54.918197916666664,66.91275,38.209,46.467
1,0.0,0.0,0.0,41.40375,39.98675,46.34325,45.3895,5.9285,0.0,56.78165625,67.31475,42.66325,43.25125
1,0.0,0.0,0.0,39.82625,37.99275,44.6025,43.594,6.1845,0.0,56.78165625,67.31475,42.66325,41.3565
1,0.0,0.0,0.0,39.0705,36.90375,43.26825,42.66325,6.60275,0.0,56.78165625,67.31475,42.66325,40.0825
1,0.0,0.0,0.0,39.39275,35.85225,43.35725,42.92775,7.037,0.0,56.78165625,67.31475,42.66325,39.9585
1,0.0,0.0,0.0,40.8315,35.82975,44.3815,43.912,7.53025,0.0,56.78165625,67.31475,42.66325,41.04175
1,0.0,0.0,0.0,44.3345,35.6875,47.128,46.8435,7.981,0.03025,56.78165625,67.31475,42.66325,44.36325
1,0.0,0.0,0.0,51.91175,36.17125,54.2915,53.597,8.44225,0.48,56.78165625,67.31475,42.66325,51.03075
1,0.0,0.0,0.0,58.1115,38.205,60.394,59.87,8.88525,1.7745,56.78165625,67.31475,42.66325,57.202
1,0.0,0.0,0.0,62.0075,41.69775,64.23175,63.3735,9.26175,3.5505,56.78165625,67.31475,42.66325,63.486
1,0.0,0.0,0.0,63.4045,44.644,65.475,64.71,9.59525,5.408,56.78165625,67.31475,42.66325,64.8405
1,0.0,0.0,0.0,64.7955,47.00975,66.85375,66.1875,9.9405,7.05575,56.78165625,67.31475,42.66325,66.791
1,0.0,0.0,0.0,66.91275,48.94675,68.08925,67.31475,10.21425,8.18225,56.78165625,67.31475,42.66325,67.47375
1,0.0,0.0,0.0,65.61775,48.707,67.98725,67.0165,10.35775,8.81325,56.78165625,67.31475,42.66325,67.138
1,0.0,0.0,0.0,65.23225,47.508,67.34275,66.08475,10.38525,8.723,56.78165625,67.31475,42.66325,66.99425
1,0.0,0.0,0.0,63.91175,46.23275,66.2795,64.74075,10.64325,8.07625,56.78165625,67.31475,42.66325,66.3365
